,inputs,targets,outputs
1757,theater,थियेटर,थकाने
1758,theatre,थियेटर,ठहराते
1759,theateron,थियेटरों,ठंडा
1760,theatron,थियेटरों,थाने
1761,thitron,थियेटरों,थ्यों
1762,theaters,थियेटर्स,ठेके
1763,theatrs,थियेटर्स,ठहरा
1764,thiyeters,थियेटर्स,थियर
1765,thirake,थिरके,थिल्ला
1766,thirke,थिरके,थिंदुर्दी
1767,thief,थीफ,थिला
1768,then,थेन,थ्यूरोपों
1769,theni,थेनी,थाल
1770,thailee,थैली,थारा
1771,thaili,थैली,थोला
1772,thaile,थैले,थाल
1773,dang,दंग,दानवीय
1774,danga,दंगा,दानवर
1775,dangon,दंगों,दाने
1776,dampati,दंपति,दावा
1777,danpati,दंपति,दावा
1778,dampatiyon,दंपतियों,दबन
1779,dampattiyon,दंपतियों,दावा
1780,danptiyon,दंपतियों,दानवीर
1781,dadreva,ददरेवा,दावित
1782,dadrewa,ददरेवा,दावा
1783,damoh,दमोह,दारा
1784,dardara,दरदरा,दुर्दा
1785,dardraa,दरदरा,दुर्मान
1786,durdhara,दरदरा,दुर्देश
1787,darmiyaan,दरमियान,दुर्गा
1788,darmiyan,दरमियान,दुर्गी
1789,darjano,दर्जनों,दर्दा
1790,darjanon,दर्जनों,दुर्वाहित
1791,darp,दर्प,दुर्वास
1792,darra,दर्रा,दुर्वास्तान
1793,dalbadal,दलबदल,दर्शन
1794,dalbadl,दलबदल,दाने
1795,dali,दली,दुर्विष्ठ
1796,dastaanaa,दस्ताना,दानवा
1797,dastana,दस्ताना,दारी
1798,dastavej,दस्तावेज,दाने
1799,dahan,दहन,दावा
1800,dahal,दहल,दावा
1801,da,दा,दुनिया
1802,daakhil,दाखिल,दानवा
1803,dakhil,दाखिल,दावा
1804,daakhile,दाखिले,दानवीय
1805,dakhile,दाखिले,दाने
1806,daataa,दाता,दागर
1807,data,दाता,दावा
1808,dadari,दादरी,दावान
1809,daanshil,दानशील,दानवर
1810,danshil,दानशील,दानवत
1811,daabholkar,दाभोलकर,दावा
1812,dabholkar,दाभोलकर,दाहिया
1813,damale,दामले,दावा
1814,damle,दामले,दावा
1815,dayitv,दायित्व,दानवीर
1816,dayitva,दायित्व,दारी
1817,dayitwa,दायित्व,दानवीय
1818,dayitvon,दायित्वों,दाने
1819,dayityon,दायित्वों,दानवी
1820,darul,दारूल,दुर्जन
1821,daav,दाव,दावे
1822,daaw,दाव,दानेवाले
1823,dav,दाव,दानवार
1824,daw,दाव,दानवी
1825,daah,दाह,दावेदार
1826,dah,दाह,दावा
1827,dikhla,दिखला,देवा
1828,dikhlaa,दिखला,दिवाली
1829,dikhaaiye,दिखाइये,देवा
1830,dikhaiye,दिखाइये,दिवाल
1831,dikhaai,दिखाई,देवनी
1832,dikhai,दिखाई,दिखाने
1833,dikhayi,दिखाई,देवा
1834,dikhaaee,दिखाईं,देवा
1835,dikhaai,दिखाईं,देवा
1836,dikhaain,दिखाईं,दिखाने
1837,dikhaee,दिखाईं,दिखाया
1838,dikhai,दिखाईं,देवाल
1839,dikhayin,दिखाईं,देवा
1840,dikhai,दिखायी,देवा
1841,dikhayi,दिखायी,दिखाने
1842,dikhaai,दिखार्इ,देवार
1843,dikhae,दिखार्इ,देवानुसार
1844,dikhai,दिखार्इ,दिवाली
1845,dikhayi,दिखार्इ,दिखाते
1846,dita,दिता,देवान
1847,ditaa,दिता,देवा
1848,dinaank,दिनांक,देवा
1849,dinank,दिनांक,देवा
1850,dirham,दिरहम,दिखाने
1851,dilaaye,दिलाये,देवार्थ
1852,dilaye,दिलाये,दिखाने
1853,deewani,दिवानी,दिलवाने
1854,diwani,दिवानी,दिला
1855,divy,दिव्य,दिवाल
1856,divya,दिव्य,दिखाने
1857,divyata,दिव्यता,दिवाल
1858,divya,दिव्या,देवा
1859,deepan,दीपन,दिखाने
1860,deepn,दीपन,देविन
1861,dipan,दीपन,दिलवान
1862,deepsingh,दीपसिंह,देवा
1863,dipsingh,दीपसिंह,देवा
1864,deepika,दीपिका,देवा
1865,dipika,दीपिका,देवा
1866,deeya,दीया,दिलाया
1867,diya,दीया,देवा
1868,dukaanon,दुकानों,दुष्करण
1869,dukanon,दुकानों,दुर्देश
1870,dukke,दुक्के,दुर्वासन
1871,dukhan,दुखन,दुर्द्राविधान
1872,dukhit,दुखित,दुर्वाहित
1873,dukhiyon,दुखियों,दुर्दा
1874,dukhon,दुखों,दुर्दा
1875,dubhashiyon,दुभाषियों,दुर्देश
1876,durgun,दुर्गुण,दुर्वास
1877,durghatna,दुर्घटना,दुर्गात
1878,durghtna,दुर्घटना,दुर्वास
1879,duneerti,दुर्नीति,दुर्वादन
1880,durniti,दुर्नीति,दुर्दान
1881,durbhiksh,दुर्भिक्ष,दुर्गा
1882,duvidhaaen,दुविधाएं,दुर्देश
1883,duvidhaayein,दुविधाएं,दुर्विपूर्ण
1884,duvidhaen,दुविधाएं,दुर्विधान
1885,duwaidhaayein,दुविधाएं,दुर्वार्थ
1886,dune,दूने,दुर्दा
1887,doordarshan,दूरदर्शन,दुर्वाह
1888,durdarshan,दूरदर्शन,दुनाते
1889,dradh,दृढ़,ड्रेट
1890,dridh,दृढ़,दृश्य
1891,dekhoge,देखोगे,देवार्थ
1892,denevaali,देनेवाली,देवा
1893,denevali,देनेवाली,देवार्थ
1894,denewaali,देनेवाली,दिखाया
1895,denewali,देनेवाली,दिखाने
1896,deonar,देवनार,देवालय
1897,devnaar,देवनार,दिखाने
1898,devnar,देवनार,दिखाने
1899,devaapur,देवापुर,देवा
1900,devapur,देवापुर,दिलाता
1901,devi,देवी,देवा
1902,devisingh,देवीसिंह,देवर
1903,devisinh,देवीसिंह,दिखाने
1904,deshkaal,देशकाल,देवान
1905,deshkal,देशकाल,दिखाने
1906,deshke,देशके,दिखा
1907,desai,देसाई,देवा
1908,doge,दोगे,दुर्विधान
1909,dvadash,द्वादश,ध्वारता
1910,dwaadas,द्वादश,दाने
1911,dvivedi,द्विवेदी,द्वार
1912,dwivedi,द्विवेदी,द्रुति
1913,dhande,धंधे,धनार्थियों
1914,dhandhe,धंधे,धन्या
1915,dhndhe,धंधे,धात्रा
1916,dhandhon,धंधों,धाने
1917,dhandon,धंधों,धन्ना
1918,dhakelte,धकेलते,ढका
1919,dhkelate,धकेलते,धर्मावती
1920,dhatana,धटना,धात्रा
1921,dhatna,धटना,धात्र
1922,dhankuber,धनकुबेर,धनवार
1923,dhanadhany,धनधान्य,ढांचते
1924,dhandhaanya,धनधान्य,धात्म
1925,dhandhany,धनधान्य,ढाने
1926,dhandhanya,धनधान्य,धनार्थ
1927,dhamkaataa,धमकाता,धमाने
1928,dhamkata,धमकाता,धमाने
1929,dhamm,धम्म,धमका
1930,dhamma,धम्मा,धमाने
1931,dhammaa,धम्मा,धमाने
1932,dharmnath,धर्मनाथ,धर्मावती
1933,dharmraj,धर्मराज,धार्किया
1934,dharmesh,धर्मेश,धर्मावाज
1935,dhasmaanaa,धस्माना,धावा
1936,dhasmana,धस्माना,धारा
1937,dhaak,धाक,ढका
1938,dhak,धाक,ढकाने
1939,dhaaga,धागा,धाता
1940,dhaagaa,धागा,धात्रा
1941,dhaga,धागा,धमकाने
1942,dhaatuein,धातुएं,धात्र
1943,dhaatuyein,धातुएं,धबरा
1944,dhtuen,धातुएं,देवान
1945,dhaarak,धारक,धुर्वत
1946,dharak,धारक,धर्मानुसार
1947,dhaari,धारी,धारियों
1948,dhari,धारी,धर्मावती
1949,dhuan,धुआं,ढालते
1950,dhunaai,धुनाई,ढाले
1951,dhunai,धुनाई,धोखा
1952,dhuriya,धुरिया,धर्मार्ग
1953,dhuriyaa,धुरिया,धरराज
1954,dhuni,धूनी,धारा
1955,dhairyavaan,धैर्यवान,धुंधा
1956,dhairyawan,धैर्यवान,ढाला
1957,dhiryavan,धैर्यवान,ध्रावित
1958,dhiryawaan,धैर्यवान,ध्वार
1959,dhokebaaj,धोखेबाज,धारा
1960,dhokebaaz,धोखेबाज,धर्माधीनता
1961,dhokebaj,धोखेबाज,ढाल
1962,dhokebaz,धोखेबाज,धोखा
1963,dhokhebaaj,धोखेबाज,धर्मावृति
1964,dhokhebaj,धोखेबाज,धर्मा
1965,dhona,धोना,धोला
1966,dhonaa,धोना,धुंधा
1967,dhoraaji,धोराजी,धर्मार्थियों
1968,dhoraji,धोराजी,धुर्क
1969,dhoron,धोरों,धर्मार्थ
1970,dhyeyavaadi,ध्येयवादी,ध्यामी
1971,dhyeywadi,ध्येयवादी,ध्वाद
1972,dyeyvadi,ध्येयवादी,देवत
1973,dhrupad,ध्रुपद,ध्वारा
1974,drupad,ध्रुपद,दृष्ट
1975,nandanvan,नंदनवन,नारा
1976,nadsa,नक्सल,नवाज
1977,naksal,नक्सल,नागर
1978,naxal,नक्सल,नागर
1979,naksalavaad,नक्सलवाद,नागर
1980,naksalwaad,नक्सलवाद,नागर
1981,naksalwad,नक्सलवाद,नाचन
1982,naxalvaaad,नक्सलवाद,नादिक
1983,naxalwaad,नक्सलवाद,नाकर
1984,naksaliyon,नक्सलियों,नाटियों
